,Entity Name,Latitude,Longitude
463,SAI BABA QUICK STOP INC          ,40.775463,-73.953499
464,1321 3RD AVE BABETH'S FEAST LLC  ,40.772116,-73.958878
465,STORE 2 BABETH'S FEAST LLC       ,40.78022,-73.98046
466,BABETHS FEAST 1422 3RD AVE LLC   ,40.775387,-73.956475
467,NIGHTINGALE BAKERY CORP          ,40.797524,-73.934294
468,P&H 49 CORP                      ,40.730444,-74.002079
469,BAHAMAS DELI CORP                ,40.813675,-73.959924
470,BAKED BY MELISSA LLC             ,40.722382,-73.997335
471,BAKED BY MELISSA LLC             ,40.763573,-73.967223
472,BAKED BY MELISSA LLC             ,40.767073,-73.982639
473,BAKED BY MELISSA LLC             ,40.735611,-73.992688
474,BAKED BY MELISSA LLC             ,40.739979,-73.98587
475,BAKED BY MELISSA LLC             ,40.759852,-73.984921
476,BAKED BY MELISSA LLC             ,40.709851,-74.006981
477,BAKED BY MELISSA LLC             ,40.753837,-73.988537
478,BAKED BY MELISSA LLC             ,40.75172,-73.976704
479,BAKED BY MELISSA LLC             ,40.787228,-73.97757
481,MUK MEE SRI SUK INC              ,40.714478,-73.999171
482,BANGLA GUJRAT DELI & GROCERY INC.,40.799587,-73.962612
483,BAN THAI GIFT CENTER INC         ,40.714074,-73.998708
484,BARAA DELI AND GROCERY INC       ,40.862563,-73.92225
485,BARRITO DAVES LLC                ,40.796807,-73.945259
486,2451 BROADWAY MARKET INC         ,40.791325,-73.974344
487,ALBSHARI ABDULWAHAB              ,40.740929,-73.978673
488,BATTERY PLACE MARKET CORP        ,40.707341,-74.017216
490,BC WIRELESS INC                  ,40.749156,-73.981979
491,BED BATH & BEYOND INC            ,40.760597,-73.96043
492,BED BATH & BEYOND INC            ,40.740144,-73.994804
493,BED BATH & BEYOND INC            ,40.772616,-73.982069
494,BCS IRVING LLC                   ,40.73665,-73.986831
496,BT TO GO WTC LLC                 ,40.71174,-74.012135
497,BEGUM NEWSTAND INC               ,40.711837,-74.008232
498,BELLO DELI FOOD CORP             ,40.869194,-73.917
500,BEST AMERICAN INC                ,40.827972,-73.949455
501,ESSEX FARM INC                   ,40.719429,-73.987755
502,BEST FOOD EXPRESS DELI CORP      ,40.810765,-73.943385
503,BEST GOURMET DELI & GRILL INC    ,40.854163,-73.928377
504,BEST GOURMET DELI GROCERY INC    ,40.798927,-73.966825
505,FAMILY FARM INC                  ,40.769032,-73.955102
506,BEST MARKET OF TRIBECA INC       ,40.717964,-74.01053
507,BEST NY DELI GROCERY INC         ,40.846047,-73.938506
508,BEST OF HARLEM CORP              ,40.817399,-73.938547
509,FIRST AVENUE DELI&GROCERY INC    ,40.729917,-73.983642
510,BEST WESTERN GOURMET CORP        ,40.763531,-73.992636
511,BEST YET MARKET OF HARLEM INC    ,40.806039,-73.954192
512,79 DELI NY CORP                  ,40.736931,-74.001307
513,BLACK SEA PRODUCE CORP           ,40.774698,-73.948033
514,LIN RUI MIN                      ,40.713569,-73.996015
515,BHH ENTERPRISE INC               ,40.720802,-73.990746
516,BIEN CUIT GRAND CENTRAL LLC      ,40.752207,-73.977862
517,BIG APPLE FOOD MARKET CORP       ,40.714298,-73.987296
518,BIG APPLE GRILL DELI INC         ,40.814914,-73.940352
519,BIG APPLE MEAT MARKET INC        ,40.756782,-73.993814
520,BIG APPLE SMOKE SHOP & ORGANIC CO,40.826618,-73.950187
521,BIG BOY GOURMET CORP             ,40.739456,-74.001812
522,BIG FARM MEX PRODUCE INC         ,40.837348,-73.938767
523,BIG PANDA INC                    ,40.711819,-73.996901
524,AMIS 99% CORP                    ,40.805992,-73.946683
525,A&BILL GROCERY CORP              ,40.746786,-73.98654
526,BISUAKUMESU KAPUMB TSHIALAMINA   ,40.82212,-73.940211
527,BLA CANDY STORE INC              ,40.78926,-73.946378
528,BLEECKER FARM CORP               ,40.731644,-74.003235
529,BLEECKER FINEST CORP             ,40.728856,-74.000542
530,BLEECKER SMOKE & CONVENIENCE INC ,40.728965,-74.000771
531,BLOOMINGDALES INC                ,40.7619,-73.966328
532,BLP MEAT MARKET CORP             ,40.719207,-73.984997
533,BLUE MOON DELI&GROCERY INC       ,40.78051,-73.946708
534,SON KWAN GROCERY INC             ,40.738548,-73.995962
535,BOBS DELI AND GROCERY INC        ,40.80539,-73.937734
537,MAOO PERU PRODUCE INC            ,40.845769,-73.936328
538,BONAO MEATS AND PRODUCE INC      ,40.847789,-73.937951
539,BONBONNYC LLC                    ,40.719834,-73.989894
540,BOR KEE FOOD MARKET INC          ,40.718359,-73.994476
541,SHREE YAMUNAKRUPA CORP           ,40.721675,-73.99342
542,CITY FUELS LLC                   ,40.853424,-73.934074
543,EASTSIDE GAS INC                 ,40.807469,-73.937456
544,UPTOWN SERVICE STATION CORP      ,40.798217,-73.933788
545,BEST SERVICE STATION INC         ,40.839119,-73.937464
546,BRADHURST DELI CORP              ,40.829118,-73.938902
547,BRAVO AT 2301 DELI CORP          ,40.815417,-73.943497
548,C&N NEW YORK FOOD CORP           ,40.846019,-73.938515
551,RANCHOS FOOD CORP                ,40.797561,-73.962986
553,BREAD & BUTTER ISLAND MARKET CORP,40.762597,-73.949363
554,12 EAST FF CORP                  ,40.765814,-73.983539
555,CHASE HOSPITALITY GROUP NY INC   ,40.821077,-73.944934
557,BGSTAND 350 LLC                  ,40.75455,-73.978017
558,BGSTAND 770 BROADWAY LLC         ,40.730928,-73.991353
559,BRIDGES 31 W52 LLC               ,40.760698,-73.978442
560,BRIDGES II MADISON LLC           ,40.74203,-73.98714
562,BROAD FISH MARKET INC            ,40.825947,-73.950921
563,BROADWAY DELI GRILL & ORGANIC PLU,40.868482,-73.918575
564,BROADWAY FAMOUS DELI CORP        ,40.866824,-73.923658
565,172 FOOD CORP                    ,40.844228,-73.938969
566,BROADWAY FRUIT MARKET LLC        ,40.788025,-73.976886
567,BROADWAY FINEST DELI CORP        ,40.829046,-73.948405
568,BROADWAY GOURMET DELI CORP       ,40.833222,-73.945363
569,CHOWDHURY MOHAMMED BACCHU A      ,40.865623,-73.927012
570,GHANSHYAM 2 DELI & GROCERY INC   ,40.827497,-73.949548
571,BROADYKE MEAT MARKET INC         ,40.865644,-73.926952
572,BROOKLYN DELI & CIGAR KING CORP  ,40.74624,-73.997779
573,431 FOOD MARKET CORP             ,40.755903,-73.996374
574,BROOKLYN FARE GREENWICH LLC      ,40.732448,-74.007622
575,MACOON INC                       ,40.750536,-73.976733
576,MACOON INC                       ,40.761003,-73.965281
577,BROTHER 4 PANCAKE INC            ,40.713772,-73.993699
578,BROTHERS CANDY&GROCERY STORE INC ,40.729497,-73.978181
579,BROTHERS MINI GROCERY CORP       ,40.814599,-73.944098
580,BROTHERS MINI MARKET INC         ,40.722219,-73.983286
582,BATTERY PARK CTY GOURMET MKT INC ,40.717269,-74.014081
585,TALA FOOD MARKET INC             ,40.774098,-73.959513
587,CABRERA CABRERA DELI GROCERY CORP,40.843908,-73.937686
588,CABRINI DELI FOOD CORP           ,40.850571,-73.940511
589,CAFE BARK INC                    ,40.8513,-73.939742
590,CAFE BRAVO INC                   ,40.750972,-73.998072
591,1ST AVE FRUIT & VEGETABLE INC    ,40.7405,-73.975946
592,CHELSEA FRUIT&VEGETABLES INC     ,40.743168,-73.993435
593,DESSERTS MARKET & CAFE M LLC     ,40.746996,-73.985635
594,1384 BAKE CORP                   ,40.768088,-73.952849
595,CAKE PUSHER LLC                  ,40.709536,-74.010211
596,CALIFORNIA FRUIT 183 CORP        ,40.850514,-73.932854
597,CAMILA FOOD CENTER CORP          ,40.867699,-73.921221
598,CAMPUS DELI AND GRILL INC        ,40.821545,-73.950304
599,PRAMUKH 345 INC                  ,40.714891,-73.991881
600,SHRI HARIAUM CORP                ,40.721536,-74.004873
601,CANAL STREET NEWSTAND CORP       ,40.714891,-73.991881
602,C AND K FISH MARKET CORP         ,40.847161,-73.935317
603,ASHAARY GROCERY CORP             ,40.805108,-73.937067
604,2618 GROCERY CORP                ,40.796409,-73.97038
605,77 CANDY STORE LLC               ,40.704409,-74.008481
606,CAPELLAN DELI GROCERY CORP       ,40.798849,-73.943767
607,CARD KINGDOM INC                 ,40.736903,-74.000888
608,CARIBBEAN FRIEND FOOD CORP       ,40.82411,-73.952015
609,WORLD BOOKS INC                  ,40.736903,-74.000888
610,CARNICERIA EL FUTURO CORP        ,40.855628,-73.929116
611,1623 ST NICHOLAS AVE CORP        ,40.85571,-73.929057
612,CAROLINA FOOD MART INC           ,40.828615,-73.937699
613,CARREON GROCERY DELI INC         ,40.868216,-73.919379
614,CASABLANCA MEAT MARKET LLC       ,40.795095,-73.945119
615,CASA BONITA GOURMET DELI INC     ,40.806509,-73.942495
616,CASEYS KRUNCH LLC                ,40.797763,-73.944561
618,C & D DOLLAR DEAL INC            ,40.864187,-73.92641
619,THIS & THAT PATISSERIE INC       ,40.720142,-73.993204
620,LINDEPENDANTE INC                ,40.722152,-73.996758
621,CEDRA PHARMACY BROADWAY LLC      ,40.785415,-73.978681
622,CENCERRO DELI GROCERY CORP       ,40.800146,-73.946825
623,BETTER FRUIT INC                 ,40.800781,-73.959917
624,9-11 DELI CORP                   ,40.797278,-73.950172
625,CENTRE FINEST DELI INC           ,40.717256,-74.000534
626,CENTURY 21                       ,40.710173,-74.010766
627,CEPIN FOOD CORP                  ,40.850514,-73.932854
628,CERIELLO MANHATTAN INC           ,40.717434,-73.991433
629,CHANG CHEN GROCERY INC           ,40.712434,-73.997017
630,CHANG SHENG FOOD INC             ,40.717892,-73.991202
631,CHANG SHUN MARKET INC            ,40.713622,-73.995386
632,CHANG WONG CO INC                ,40.719247,-73.996385
633,CHANNEL GROCERY CORP             ,40.844921,-73.936949
634,LIN JIE                          ,40.713411,-73.994537
635,300 8TH AVENUE FOOD CORP         ,40.746652,-73.997479
636,JEANNIES DELI CORP               ,40.743291,-73.999949
637,CHELSEA HYPER MARKET INC         ,40.746381,-74.001043
638,CHELSEA MARKET INC 1             ,40.745191,-73.994833
639,CHELSEA MARKET BASKETS LTD       ,40.742227,-74.004466
640,CHENG JI INC                     ,40.711495,-73.995471
641,CHERRY GOURMET DELI &GRCY 1 INC  ,40.788922,-73.948695
642,4051 ABINADER GROCERY CORP       ,40.843087,-73.939205
643,HERMANA MIRABEL INC              ,40.787611,-73.944641
644,CHHAYA NEWS INC                  ,40.751743,-73.990271
645,CHINATOWN SUPERMARKET OF MANHATTA,40.713829,-73.992937
646,PICHARDO FEDERICO                ,40.718721,-73.991668
647,CHOCOLATIER LLC THE              ,40.791066,-73.972552
648,RACHEL SWEET LLC                 ,40.783634,-73.952542
649,CHOCOLAT MODERNE LLC             ,40.740461,-73.992785
651,CHUBBY HUBBY DELI CORP           ,40.826847,-73.950026
652,CHUNG CHOU CITY I INC            ,40.718823,-73.995801
653,CHUNG SHING MEATS INC            ,40.71307,-73.997199
654,CHURCH ST DELI & GROCERY INC     ,40.71611,-74.00703
655,CIBAO FOOD CENTER CORP           ,40.807502,-73.949296
656,CITARELLA EAST                   ,40.771861,-73.959053
657,GREENWICH VILLAGE FISH CO INC    ,40.780983,-73.981438
658,VILLAGE ENTERPRISES LLC          ,40.734301,-73.99905
659,CITIWAVE TRADING INC             ,40.71524,-73.990847
660,70 CEDAR PEARL LLC               ,40.706208,-74.00774
661,JUNCALITO MEAT&PRODUCE INC       ,40.800917,-73.937849
662,REAL CHANCE INC THE              ,40.798774,-73.941979
663,CITY GOURMET & GROCERY CORP      ,40.756927,-73.993707
664,338 8TH AVENUE CORP              ,40.747628,-73.996779
665,CITY PARK CONVENIENT STORE INC   ,40.715974,-73.999491
666,CJP SUPERMARKET CORP             ,40.862327,-73.922893
667,CLINTON FRUIT MARKET INC         ,40.76152,-73.990391
668,CLINTON GOURMET CORP             ,40.761833,-73.993853
669,CLINTON SUPERMARKET&MALL CORP    ,40.718345,-73.985452
670,CLOVER DELICATESSEN INC          ,40.744671,-73.975984
671,C & L SUNRISE INC                ,40.718472,-73.993683
672,CLUB DELI GROCERY CORP           ,40.863062,-73.930014
673,COD GOURMET DELI CORP            ,40.789488,-73.946215
674,CO-HEN KITCHEN INC               ,40.747566,-74.003882
675,OBJECTS OF LIVING LLC            ,40.741447,-73.991436
677,COLUMBIA DELI AND GRILL INC      ,40.813981,-73.955829
678,COLUMBIA GOURMET DELI I INC      ,40.800718,-73.965524
679,COLUMBIA SMOKE SHOP INC          ,40.801605,-73.964862
680,COLUMBUS AVENUE FOOD CORP        ,40.784403,-73.973693
681,COLUMBUS FRESH FARMS INC         ,40.778258,-73.97818
682,COLUMBUS GROCERS LLC             ,40.799394,-73.962754
683,COLUMBUS NATURAL FOOD INC        ,40.792307,-73.967929
684,THYME&BASIL INC                  ,40.792307,-73.967929
685,COMFORT CARE PHARMACY INC        ,40.802079,-73.93909
686,ALL NATURAL CO INC               ,40.728978,-73.984304
687,COMMUNITY CANDY CORP             ,40.82561,-73.951169
688,COMMUNITY ONE GROC & CANDY CORP  ,40.731496,-73.982908
689,A&A MEAT & PRODUCE CORP          ,40.862087,-73.918249
690,EL GALLO MEAT MARKET INC         ,40.821865,-73.953305
691,SABANA MEAT CORP                 ,40.796068,-73.937688
693,LANGUSTAS LUSCIOUS LLC           ,40.727412,-73.983007
694,CONTE NICHOLAS                   ,40.777756,-73.945793
695,JANE STREET CONVNT STR INC       ,40.73847,-74.003784
696,CONVENIENT STORE INC             ,40.864934,-73.922363
697,BIO DRUG INC                     ,40.752751,-73.985066
698,RIVINGTONS ORCHARD LLC           ,40.720125,-73.989198
699,COSTCO WHOLESALE CORP            ,40.795426,-73.931932
700,COLUMBIA GOURMET DELI CORP       ,40.838109,-73.942063
701,COZY GOURMET INC                 ,40.713931,-73.979816
702,CP YANG CORP                     ,40.778258,-73.97818
703,CC248 CORP                       ,40.738339,-73.983491
704,CREATIVE HEALTH FOOD STORE INC   ,40.802976,-73.967687
705,CROWN GEM GOURMET INC            ,40.766232,-73.979548
706,CORONA LORENZO A                 ,40.812724,-73.945474
707,CRS REALTY GROUP INC             ,40.74827,-74.003748
708,C&S MART INC                     ,40.736074,-73.979121
709,3011 GROCERY INC                 ,40.8197,-73.95524
710,560 WEST MEAT&PRODUCE CORP       ,40.814783,-73.957547
711,DOWNTOWN FOOD CORP               ,40.71101,-74.000498
712,JF MEAT&GROCERY CORP             ,40.835158,-73.93977
713,KBC FOOD CORP                    ,40.778999,-73.9478
715,LUNA BROTHERS INC                ,40.829366,-73.948168
716,PS MEAT CORP                     ,40.803924,-73.954185
717,BROS FOOD SUPERMARKET CORP       ,40.72709,-73.97664
718,MELIN FOOD CORP                  ,40.846003,-73.936159
719,CT SEAFOOD MART CORP             ,40.718218,-73.994031
720,ELMA FARMERS MARKET INC          ,40.704944,-74.015802
721,CVS ALBANY LLC                   ,40.750879,-73.974717
722,CVS ALBANY LLC                   ,40.745795,-73.998106
723,CVS ALBANY LLC                   ,40.782062,-73.95161
724,CVS ALBANY LLC                   ,40.728523,-73.99988
725,CVS ALBANY LLC                   ,40.768487,-73.958574
726,CVS ALBANY LLC                   ,40.767633,-73.981869
727,CVS ALBANY LLC                   ,40.79431,-73.970177
728,CVS ALBANY LLC                   ,40.763847,-73.961983
729,CVS ALBANY LLC                   ,40.774098,-73.951399
730,CVS ALBANY LLC                   ,40.736964,-73.988649
731,CVS ALBANY LLC                   ,40.733564,-74.003135
732,CVS ALBANY LLC                   ,40.788047,-73.974752
733,CVS ALBANY LLC                   ,40.747325,-73.985389
734,CVS ALBANY LLC                   ,40.737872,-73.983849
735,CVS ALBANY LLC                   ,40.731786,-73.982251
736,CVS ALBANY LLC                   ,40.770875,-73.96412
737,CVS ALBANY LLC                   ,40.71014,-74.007564
738,CVS ALBANY LLC                   ,40.780389,-73.954906
739,CVS ALBANY LLC                   ,40.80806,-73.946154
740,CVS ALBANY LLC                   ,40.86259,-73.925386
741,CVS ALBANY LLC                   ,40.714624,-73.9822
742,CVS ALBANY LLC                   ,40.759712,-73.995675
743,CVS ALBANY LLC                   ,40.802497,-73.949241
744,CVS ALBANY LLC                   ,40.758988,-73.970548
745,CVS ALBANY LLC                   ,40.786536,-73.950446
746,CVS ALBANY LLC                   ,40.74782,-74.004492
747,CVS ALBANY LLC                   ,40.816089,-73.948499
748,CVS ALBANY LLC                   ,40.766917,-73.990168
749,CVS ALBANY LLC                   ,40.76771,-73.982175
750,CVS ALBANY LLC                   ,40.725194,-73.994776
751,CVS ALBANY LLC                   ,40.767391,-73.962312
752,CVS ALBANY LLC                   ,40.735839,-73.997946
753,CVS ALBANY LLC                   ,40.740583,-73.994494
754,CVS ALBANY LLC                   ,40.735654,-73.993865
755,CVS ALBANY LLC                   ,40.736731,-74.001001
756,CVS ALBANY LLC                   ,40.754169,-73.971976
757,CVS ALBANY LLC                   ,40.754487,-73.986826
758,CVS ALBANY LLC                   ,40.826252,-73.950447
759,CVS ALBANY LLC                   ,40.729732,-73.99066
760,CVS ALBANY LLC                   ,40.777819,-73.951597
761,CVS ALBANY LLC                   ,40.755724,-73.967899
762,CVS ALBANY LLC                   ,40.80401,-73.966949
763,CVS ALBANY LLC                   ,40.740012,-74.002326
764,CVS ALBANY LLC                   ,40.737174,-73.979197
765,CVS ALBANY LLC                   ,40.73263,-74.000278
766,CVS ALBANY LLC                   ,40.75687,-73.974335
767,CVS ALBANY LLC                   ,40.778351,-73.956401
768,CVS ALBANY LLC                   ,40.782618,-73.980608
769,CVS ALBANY LLC                   ,40.778114,-73.985721
770,CVS ALBANY LLC                   ,40.792616,-73.973407
771,CVS ALBANY LLC                   ,40.750662,-73.982971
772,CVS ALBANY LLC                   ,40.731847,-73.99455
773,CVS ALBANY LLC                   ,40.745183,-73.976812
774,C&Y 99 CENTS NYC INC             ,40.817247,-73.938482
775,CY ENTERPRISE INC                ,40.733586,-74.006305
776,DA AVE DELI INC                  ,40.844497,-73.933542
777,HWANG SO 857 CORP                ,40.752313,-73.970384
778,D&A EXPRESS CANDY GROCERY CORP   ,40.790466,-73.947586
780,DAGOSTINO SUPERMARKETS INC       ,40.777738,-73.956855
781,DAGOSTINO SUPERMARKETS INC       ,40.740313,-73.982063
782,DAGOSTINO SUPERMARKETS INC       ,40.772642,-73.960582
783,DAGOSTINO SUPERMARKETS INC       ,40.789923,-73.969668
784,DAGOSTINO SUPERMARKETS INC       ,40.737181,-74.006485
786,DAGOSTINO SUPERMARKETS INC       ,40.771923,-73.950044
787,NAMDOR INC                       ,40.746515,-73.977953
788,DAHBASH DELI GROCERY CORP        ,40.853682,-73.930535
789,DAHING SEAFOOD MARKET INC        ,40.718208,-73.996907
790,DAINOBU USA INC                  ,40.76303,-73.976222
791,DAINOBU USA INC                  ,40.754423,-73.973271
793,DAI SING CORP                    ,40.714341,-73.993332
794,115 W 57 MARKET INC              ,40.764716,-73.978124
795,DANAS BAKERY NY LLC              ,40.729817,-74.01048
796,DG 231 FOOD CORP                 ,40.866464,-73.920429
797,96 DAN MEAT MARKET INC           ,40.863799,-73.925426
798,DAONA INC                        ,40.775592,-73.956329
799,DAR ALWADI TOBACCO & GROCERY INC ,40.80349,-73.938067
800,DAROU SALAM MARKET INC           ,40.827999,-73.938149
801,DARU SALAM KEUR MAME CHEIKH INC  ,40.80242,-73.950619
802,DAVE'S 1958 DISCOUNT CO LLC      ,40.78657,-73.942295
803,DAVIDS DELI GROCERY CORP         ,40.798466,-73.933607
804,DC MEAT MARKET INC               ,40.713548,-73.996273
805,D&D LOBBY NEWSSTAND INC          ,40.749805,-73.97516
806,DDY MINI MARKET & DELI CORP      ,40.801017,-73.965302
807,DOLLAR TREE STORES INC           ,40.800037,-73.938482
808,DEAN & DELUCA MADISON AVENUE INC ,40.780493,-73.95908
809,DEAN&DELUCA NEW YORK INC         ,40.724063,-73.997907
810,DECCAN TRADERS INC               ,40.752691,-73.984921
811,DEEPCHHAYA INC                   ,40.754774,-73.993687
813,DELGADO INOCENCIO                ,40.756737,-73.970083
814,DELI AND TOBACCO CORP            ,40.736136,-73.979075
815,BLUE&GOLD DELI INC               ,40.759429,-73.96213
816,DELICATESSEN CORP                ,40.817517,-73.942003
817,S NARAYAN INC                    ,40.721804,-73.990091
818,DELITERIA 1061 INC               ,40.75852,-73.965853
819,DELTAURANT CORP                  ,40.725619,-74.007579
820,DELUXE CANDY STORE INC           ,40.823034,-73.952801
821,NEW D&M MEAT INC                 ,40.718024,-73.996085
822,DER CHEONG MEAT MARKET INC       ,40.712952,-73.997165
823,DER LAN CORP                     ,40.720223,-73.996147
824,DE RONG INC                      ,40.719578,-73.993168
825,86-17 NORTHERN BLVD CORP         ,40.721064,-73.998196
826,D&H CANDY INC                    ,40.739677,-73.985152
827,DIAMOND NEWS INC                 ,40.745139,-73.975654
828,DIAZ MINI DELI GROCERY LLC       ,40.825801,-73.95103
829,DICKSON FARMSTAND INC            ,40.742227,-74.004466
830,DICKSONS FARMSTAND INC           ,40.742227,-74.004466
831,DILE PUNJAB DELI&ELECTRONICS INC ,40.744992,-74.00241
832,TWO WITCHES LLC                  ,40.714522,-73.990794
833,DING HAO GROCERY INC             ,40.713033,-73.994251
834,DIPALO FINE FOODS INC            ,40.719105,-73.996679
835,NISA CORP                        ,40.753191,-73.993774
836,DISCOUNT MOON INC                ,40.843712,-73.937829
837,MENTA INC                        ,40.722256,-74.003492
838,DMG DELI MINI MARKET CORP        ,40.795562,-73.936483
839,DOCS HARLEM CAKE SHOP LLC        ,40.816765,-73.946366
840,R B MART INC                     ,40.836169,-73.943201
842,DOLLAR TREE STORES INC           ,40.801178,-73.947674
843,DOLLAR TREE STORES INC           ,40.857255,-73.93236
844,DOLLAR TREE STORES INC           ,40.786127,-73.942616
845,DOLLAR TREE STORES INC           ,40.810314,-73.952929
846,DOLLAR TREE STORES INC           ,40.823207,-73.942807
847,DOLLAR VARIETY STORE INC         ,40.794936,-73.969728
848,NUNEZ DOMINGO                    ,40.818526,-73.945073
849,INNOVATION KITCHENS LLC          ,40.672833,-73.976408
850,DONG FANG GINSENG CORP           ,40.713715,-73.994064
851,DON JUAN DELI&GROCERY INC        ,40.719032,-73.992512
852,DON MARTO MINI MARKET CORP       ,40.838721,-73.937749
853,DORIANS SEAFOOD MARKET INC       ,40.774117,-73.948447
854,DOUGH BROOKLYN #1 LLC            ,40.739481,-73.992316
855,DOUGHNUT PLANT INC               ,40.716484,-73.988577
856,DOUGLAS 99 CENTS INC             ,40.821815,-73.94267
857,DOUGLASS DELI AND GROCERY CORP   ,40.804849,-73.955057
858,DR PLAZA INC                     ,40.866256,-73.925244
859,DRUG STOP CORP                   ,40.790453,-73.942564
860,DS SEAFOOD CORP                  ,40.864114,-73.918072
861,D STOP DELI & GROCERY INC        ,40.72214,-73.97717
862,DUAL SPECIALTY STORE INC         ,40.726147,-73.986377
863,DUANE READE                      ,40.71174,-74.012135
864,DUANE READE                      ,40.748351,-73.9941
865,DUANE READE                      ,40.75157,-73.976348
866,DUANE READE                      ,40.751129,-73.992471
867,DUANE READE ET AL PTRS           ,40.770554,-73.98753
868,DUANE READE ET AL PTRS           ,40.756177,-73.990558
870,DUANE READE ETAL PTRS            ,40.706688,-74.010004
871,DUANE READE ETAL PTRS            ,40.757859,-73.979463
872,DUANE READE ETAL PTRS            ,40.75506,-73.979727
873,DUANE READE ETAL PTRS            ,40.754007,-73.98697
874,DUANE READE ETAL PTRS            ,40.706182,-74.012999
875,DUANE READE ET AL PTRS           ,40.712865,-74.00739
876,DUANE READE ETAL PTRS            ,40.743129,-73.98413
877,DUANE READE ETAL PTRS            ,40.754325,-73.973941
878,DUANE READE ETAL PTNRS           ,40.760758,-73.980518
879,DUANE READE ETAL PTRS            ,40.762773,-73.971431
880,DUANE READE ETAL PTRS            ,40.715359,-74.005319
881,DUANE READE ETAL PTRS            ,40.753765,-73.988588
882,DUANE READE ET AL PTRS           ,40.704908,-74.011533
883,DUANE READE ET AL PTRS           ,40.704978,-74.007182
884,DUANE READE ET AL PTRS           ,40.758895,-73.974193
885,DUANE READE ET AL PTRS           ,40.760933,-73.973178
886,DUANE READE ET AL PTRS           ,40.746923,-73.981595
887,DUANE READE ETAL PTRS            ,40.701836,-74.012668
888,DUANE READE ETAL PTRS            ,40.764418,-73.977422
889,DUANE READE ETAL PTRS            ,40.747486,-73.993198
890,DUANE READE ET AL PTRS           ,40.725137,-73.997019
891,DUANE READE ETAL PTRS            ,40.762918,-73.962638
893,DUANE READE ET AL PTRS           ,40.770937,-73.959735
894,DUANE READE ET AL PTRS           ,40.757275,-73.969692
896,DUANE READE ETAL PTRS            ,40.742671,-73.992257
897,DUANE READE ET AL PTRS           ,40.735595,-73.985498
898,DUANE READE ET AL PTRS           ,40.782784,-73.97859
899,DUANE READE ET AL PTRS           ,40.770755,-73.953839
900,DUANE READE ETAL PTRS            ,40.745978,-73.978689
901,DUANE READE ETAL PTRS            ,40.737548,-74.000429
902,DUANE READE ETAL PTRS            ,40.718818,-73.988753
903,DUANE READE ETAL PTRS            ,40.747369,-73.996974
904,DUANE READE ETAL PTRS            ,40.849696,-73.934631
905,DUANE READE ETAL PTRS            ,40.782606,-73.957532
906,DUANE READE ET AL PTRS           ,40.798693,-73.968966
907,DUANE READE ETAL PTRS            ,40.743578,-73.976737
908,DUANE READE ETAL PTRS            ,40.740004,-73.979338
909,DUANE READE ET AL PTRS           ,40.791855,-73.96825
910,DUANE READE ET AL PTRS           ,40.77665,-73.98223
911,DUANE READE ET AL PTRS           ,40.788876,-73.970429
913,DUANE READE ET AL PTRS           ,40.763297,-73.967433
914,DUANE READE ETAL PTRS            ,40.757452,-73.989648
915,DUANE READE ETAL PTRS            ,40.804903,-73.966046
916,DUANE READE ETAL PTRS            ,40.801929,-73.96462
917,DUANE READE ETAL PTRS            ,40.752092,-73.97055
918,DUANE READE ET AL PTRS           ,40.771701,-73.950209
919,DUANE READE ET AL PTRS           ,40.77362,-73.954846
920,DUANE READE ET AL PTRS           ,40.762921,-73.959561
921,DUANE READE ETAL PTRS            ,40.763017,-73.989277
922,DUANE READE ET AL PTRS           ,40.776785,-73.949142
923,DUANE READE ET AL PTRS           ,40.804459,-73.937596
924,DUANE READE ETAL PTRS            ,40.744982,-73.99128
925,DUANE READE ETAL PTRS            ,40.72856,-73.994533
926,DUANE READE ETAL PTRS            ,40.738769,-73.999166
928,DUANE READE ETAL PTRS            ,40.767809,-73.982288
929,DUANE READE ETAL PTRS            ,40.748707,-73.988132
931,DUANE READE ETAL PTRS            ,40.773446,-73.95999
932,DUANE READE ETAL PTRS            ,40.754413,-73.976173
933,DUANE READE ETAL PTRS            ,40.764792,-73.9843
934,DUANE READE ETAL PTRS            ,40.738087,-73.990066
935,DUANE READE ETAL PTRS            ,40.791319,-73.944864
936,DUANE READE ET AL PTRS           ,40.747771,-73.97325
937,DUANE READE ETAL PTRS            ,40.742045,-73.996564
938,DUANE READE ET AL PTRS           ,40.783639,-73.950472
939,DUANE READE ET AL PTRS           ,40.823412,-73.943289
940,DUANE READE ET AL PTRS           ,40.751838,-73.993728
941,DUANE READE ET AL PTRS           ,40.715861,-74.003646
942,DUANE READE ETAL PTRS            ,40.779817,-73.94721
943,DUANE READE ET AL PTRS           ,40.722133,-73.983711
944,DUANE READE ETAL PTRS            ,40.716845,-74.014749
945,DUANE READE ET AL PTRS           ,40.781392,-73.981064
946,DUANE READE ETAL PTRS            ,40.789865,-73.975409
947,DUANE READE ETAL PTRS            ,40.754708,-73.965539
948,DUANE READE ETAL PTRS            ,40.791221,-73.951246
949,DUANE READE ETAL PTRS            ,40.777128,-73.955209
951,DUANE READE ETAL PTRS            ,40.816734,-73.947094
952,DUANE READE ET AL PTRS           ,40.745578,-73.999162
953,DUANE READE ET AL PTRS           ,40.758422,-73.952679
954,DUANE READE ETAL PTRS            ,40.730878,-73.988943
