,Unnamed: 0,Method of Operation,Premise Name,Premise Address,Premise City,lat,lon
165,853,TAVERN SERVING BEER AND WINE CIDER,HORSE TRADE MANAGEMENT GROUP,94 ST MARKS PL,NEW YORK,40.7272575,-73.9847924
166,857,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",151 JB BAR CORP,2823 FREDERICK DOUGLASS BLVD,NEW YORK,40.82626657,-73.93953343
167,872,"BAR/TAVERN SERVING WINE, BEER AND CIDER",ARC 74TH STREET LLC,417 419 E 74TH ST,NEW YORK,40.76894,-73.954388
168,882,"BAR/TAVERN SERVING BEER, WINE, LIQUOR & CIDER","MTS NY PROPCO LP, MTS NY LESSEE LP & HIGHGATE ",790 7TH AVE,NEW YORK,40.7621059,-73.9827546
169,884,"BAR/TAVERN MUSEUM- CAFE SERVING LIQUOR, WINE BEER & CIDER ",MOSEX EXHIBIT 1 LLC,233 5TH AVENUE AKA 1 E 27TH ST, NEW YORK,40.7439679,-73.9872073
170,889,"TAVERN SERVING BEER, WINE & CIDER",32 PEARL LLC,32 PEARL ST,NEW YORK,40.7031572,-74.0124077
171,897,"BAR/TAVERN SERVING BEER, CIDER AND WINE     ",ALPHABET CITY BEER CO LLC,96 AVENUE C,NEW YORK,40.7236831,-73.9789326
172,898,TAVERN SERVING BEER CIDER WINE AND LIQUOR,MONOLITH INC,194 AVE A,NEW YORK,40.7291288,-73.9811182
173,903,"TAVERN SERVING LIQUOR, WINE, CIDER AND BEER",THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,242 W 45TH STREET,NEW YORK,40.7586082,-73.98774052
174,909,TAVERN SERVING BEER CIDER WINE AND LIQUOR,ALPHA 129 REST LLC,127 129 ORCHARD STREET,NEW YORK,41.9226518,-73.99189619
175,910,"BAR/TAVERN SERVING LIQUOR, WINE AND BEER",MACPER LLC,41 1ST AVE,NEW YORK,40.7243345,-73.9880064
176,918,"TAVERN - RESTAURANT SERVING LIQUOR, WINE, AND BEER CIDER",GROUBEN FOOD CORP,515 3RD AVE,NEW YORK,40.7460281,-73.9776441
177,925,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR ,LA CASA DI ARTURO INC,106 W HOUSTON STREET,NEW YORK,40.7273898,-74.0004065
178,928,TAVERN SERVING BEER WINE AND LIQUOR CIDER,BARRACUDA LOUNGE INC,275 WEST 22ND STREET,NEW YORK,40.7445405,-73.998373
179,934,"BAR/TAVERN SERVING BEER, WINE, LIQUOR, & CIDER","ABAW, LLC",92 W HOUSTON ST,NEW YORK,40.7272626,-73.99999889
180,938,"TAVERN SERVING WINE, BEER AND CIDER",CC248 CORP,284 3RD AVE,NEW YORK,40.6774342,-73.98628594
181,944,RESTAURANT/BAR SERVING BEER WINE CIDER & LIQUOR ,FLORIDITA RESTAURANT UPTOWN INC,4162 BROADWAY,NEW YORK,40.84712085,-73.93781087
182,945,"BAR/TAVERN SERVING BEER, WINE AND LIQUOR  CIDER",JUSTIFIED LLC,102 1ST AVENUE,NEW YORK,40.7264447,-73.9858434
183,947,"TAVERN - RESTAURANT SERVING LIQUOR, WINE, AND BEER CIDER",PAULFRA RESTAURANT INC,2751 BROADWAY,NEW YORK,40.8011187,-73.9682057
184,953,BAR/TAVERN SERVING LIQUOR WINE BEER & CIDER,AURA LLC AND SCOTT STERNICK AND RICHARD WINCKELMAN,350 W 49TH ST,NEW YORK,40.7626569,-73.9891558
185,954,TAVERN SERVING BEER WINE CIDER AND LIQUOR,BERKSHIRE PUFFY S LLC,81 HUDSON ST AKA 1 HARRISON ST,NEW YORK,40.7185761,-74.0090859
186,962,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER     ",FIFTYTWO MERCHANTS LLC,52 GROVE ST,NEW YORK,40.7329901,-74.0034704
187,963,TAVERN RESTAURANT SERVING BEER WINE LIQUOR & CIDER,3 EAST 48TH RESTAURANT INC,3 E 48TH STREET,NEW YORK,40.7571671,-73.9775351
188,970,"TAVERN RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER",OWLINGS INC,152 LUDLOW STREET,NEW YORK,40.7208163,-73.98778313
189,973,BAR/TAVERN SERVING LIQUOR WINE BEER AND CIDER,NP NIGHTLIFE LLC,557 3RD AVE,NEW YORK,40.7474428,-73.9766133
190,977,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,4199 CRYSTAL II RESTAURANT CORP,597 W 207TH ST,NEW YORK,40.8674262,-73.9207651
191,980,"TAVERN/CAFE SERVING WINE, BEER AND CIDER",TBH COFFEE HOLDCO LLC,450 PARK AVE S,NEW YORK,40.7449202,-73.9831434
192,989,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER     ",AC WEIRTON 137 LLC,3898 BROADWAY,NEW YORK,42.90473455,-78.73023573
193,992,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,267 MADISON PUB INC,267 MADISON AVENUE,NEW YORK,40.7509316,-73.9804377
194,1000,CLUB SERVING BEER WINE AND LIQUOR CIDER,FRIARS NATIONAL ASSOCIATION INC,57 E 55TH STREET,NEW YORK,40.7607932,-73.9725635
195,1008,"BAR/TAVERN WINE SERVING WINE, BEER AND CIDER",LSMC LLC,151 MOTT ST,NEW YORK,40.7194213,-73.9964382
196,1015,TAVERN RESTAURANT SERVING BEER WINE AND LIQUOR CIDER,J V SUCCESSORS INC,842 2ND AVE,NEW YORK,40.7514964,-73.97063537
197,1016,TAVERN RESTAURANT SERVING BEER WINE AND LIQUOR CIDER,79 RESTAURANT GROUP INC,79 BAXTER ST,NEW YORK,40.71649025,-73.9997677
198,1030,BAR/TAVERN SERVING BEER CIDER WINE & LIQUOR,CORCHO CORP,227 DYCKMAN ST,NEW YORK,40.8661116,-73.9276937
199,1031,"BAR SERVING LIQUOR, WINE, BEER & CIDER",TOWN STAGES LLC,221 W BROADWAY,NEW YORK,40.719187,-74.006218
200,1033,"BAR/TAVERN SERVING BEER, WINE, & CIDER",GVI PLAZA LLC,768 5TH AVE,NEW YORK,40.76445985,-73.9744941
201,1036,TAVERN SERVING BEER WINE CIDER AND LIQUOR,BLUE RUIN INC,538 9TH AVENUE,NEW YORK,42.77227436,-73.66920988
202,1040,RESTAURANT/BAR: ON PREMISE LIQUOR CIDER BEER & LIQUOR,785 CAFE INC,785 9TH AVENUE,NEW YORK,40.7650798,-73.98814466
203,1041,CLUB RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,PC CLUB INC,155 W 66TH ST-1ST FLOOR,NEW YORK,40.774298,-73.9829925
204,1044,"TAVERN SERVING BEER, WINE, LIQUOR, & CIDER",THIRD AVENUE RESTAURANT INC,430 AMSTERDAM AVENUE,NEW YORK,40.7843291,-73.9776996
205,1045,"BAR/TAVERN SERVING BEER, WINE, AND CIDER",TUSCAN KITCHEN INC,2308 ADAM CLAYTON POWELL BLVD,NEW YORK,40.8158661,-73.9438036
206,1046,"TAVERN/BAR SERVING BEER, WINE, LIQUOR, & CIDER",INDEPENDENT OF 23RD STREET,158 E 23RD STREET,NEW YORK,40.66183862,-73.99743083
207,1048,"TAVERN RESTAURANT SERVING BEER, CIDER WINE, LIQUOR, & CIDER",ABC HOME FURNISHINGS INC & VONGERICHTEN/SUAREZ LLC,38 E 19TH STREET,NEW YORK,40.66634249,-73.99883678
208,1049,TAVERN SERVING BEER CIDER WINE AND LIQUOR,229 CAVAN CORK TAVERN INC,229 E 84TH STREET,NEW YORK,40.62552786,-74.03224357
209,1053,TAVERN WINE SERVING BEER CIDER & WINE,SUBCULTURE LLC ,45 BLEECKER ST,NEW YORK,40.7258874,-73.9942403
210,1060,"BAR/TAVERN SERVING BEER, WINE, LIQUOR & CIDER","ALLEN HOTEL INC, THE",88 ALLEN ST,NEW YORK,40.7180614,-73.9906887
211,1064,"TAVERN RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER",732 EIGHTH AVENUE CORP,732 8TH AVENUE,NEW YORK,40.75932715,-73.98793014
212,1065,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,336 PUB INC,336 3RD AVE,NEW YORK,42.76676286,-73.67941471
213,1067,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,SPRING LEOPARD LLC,307 SPRING STREET,NEW YORK,40.7260984,-74.00845378
214,1076,TAVERN SERVING LIQUOR WINE CIDER AND BEER,ALLEGRA ALLEGRA INC,15 1ST AVENUE,NEW YORK,40.7235195,-73.988561
215,1077,"BAR/TAVERN SERVING LIQUOR, CIDER WINE & BEER",ATTABOY COCKTAILS LLC,134 ELDRIDGE ST,NEW YORK,40.7188823,-73.9913742
216,1079,"TAVERN/ RESTAURANT SERVING LIQUOR, CIDER, WINE, AND BEER",DONOHUES CAFE INC,845 LEXINGTON AVE,NEW YORK,40.7654236,-73.9655296
217,1083,"TAVERN - RESTAURANT SERVING LIQUOR, WINE, CIDER AND BEER","PUSSYCAT LOUNGE INC,THE",96 GREENWICH STREET,NEW YORK,40.7082092,-74.01377522
218,1087,"BAR TAVERN SERVING BEER, CIDER, WINE AND LIQUOR",667 TENTH AVENUE CORP,667 10TH AVE,NEW YORK,40.7627758,-73.9933967
219,1091,BAR/TAVERN SERVING LIQUOR WINE BEER AND CIDER,"DAME TAVERN INC, THE",3155 BROADWAY,NEW YORK,40.8146807,-73.95943909
220,1113,"BAR/TAVERN SERVING BEER, WINE, LIQUOR, & CIDER ",DUNDEE LLC,1609 2ND AVE,NEW YORK,40.7763122,-73.95319215
221,1118,"TAVERN/RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER",BURKINABE ENTERTAINMENT LLC,2269 2271 ADAM CLAYTON POWELL,NEW YORK,40.814314,-73.9441037
222,1123,TAVERN RESTAURANT SERVING WINE CIDER AND BEER,WESTVILLE RESTAURANT INC,173 AVENUE A,NEW YORK,40.7284125,-73.9820074
223,1152,"BAR TAVERN SERVING BEER, CIDER, WINE AND LIQUOR",SWEET HOSPITALITY GROUP,416 W 42ND ST,NEW YORK,40.758608,-73.9936271
224,1153,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER.",KALLEJON CORP,209 E 117TH ST,NEW YORK,40.7985013,-73.93883024
225,1159,"TAVERN - RESTAURANT SERVING LIQUOR, WINE, AND BEER CIDER",CHERRY TAVERN INC,441 E 6TH STREET,NEW YORK,40.66943816,-73.98138157
226,1162,TAVERN RESTAURANT SERVING LIQUOR WINE CIDER AND BEER,FAT ANNIE S LLC ,131 W 33RD STREET,NEW YORK,40.65672821,-74.00372314
227,1171,"BAR/TAVERN SERVING BEER, WINE, LIQUOR & CIDER","IMMIGRANT WINE BAR LLC, THE",341 E 9TH ST,NEW YORK,40.7285149,-73.9854037
228,1178,TAVERN SERVING BEER WINE CIDER AND LIQUOR,SWEET HOSPITALITY GROUP,214 W 42ND STREET,NEW YORK,40.75599995,-73.98806312
229,1190,BAR/TAVERN SERVING WINE BEER AND CIDER,DYCKMAN BILLIARDS CAFE INC,100 DYCKMAN ST,NEW YORK,40.8617194,-73.9250451
230,1192,"BAR/TAVERN SERVING LIQUOR, WINE, BEER & CIDER   ",ROCK ZO 33 34 LLC,1 ROCKEFELLER PLAZA,NEW YORK,40.758089,-73.9789907
231,1199,"TAVERN RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER",SPAHA LOUNGE INC,1634 LEXINGTON AVENUE  STORE D,NEW YORK,40.790539,-73.9477614
232,1210,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",12TH ST ALE HOUSE LLC,192 2ND AVE,NEW YORK,40.86725314,-73.32434557
233,1211,"BAR TAVERN SERVING BEER, WINE AND LIQUOR, CIDER",TNN ENTERPRISES LLC,315 W 39TH ST,NEW YORK,40.7558747,-73.9920596
234,1219,"BAR/TAVERN SERVING BEER, WINE CIDER AND LIQUOR",TATU LLC,151 AVENUE C,NEW YORK,40.72565615,-73.97803107
235,1222,"SEASONAL TAVERN SERVING WINE, BEER & CIDER ",SWEET CHURROS INC,00 BROADWAY PLAZA,NEW YORK,41.073475,-73.814073
236,1227,BAR/TAVERN SERVING BEER CIDER AND WINE,3D MUSIC STUDIO INC,32 W 32ND ST,NEW YORK,40.74765085,-73.98723203
237,1231,"TAVERN SERVING LIQUOR, WINE, CIDER AND BEER",140 WEST 43RD ST TAVERN INC,140 W 44TH STREET,NEW YORK,40.7565772,-73.98484996
238,1236,"BAR/TAVERN SERVING BEER, CIDER WINE AND LIQUOR  ",BARRAGH CORP,340 9TH AVE,NEW YORK,40.7504683,-73.9982081
239,1240,"RESTAURANT/BAR SERVING LIQUOR, WINE, BEER AND CIDER",MFRF ENTERPRISES INC,358 3RD AVE,NEW YORK,40.7408917,-73.981874
240,1242,"BAKERY/TAVERN/WINE SERVING WINE, BEER AND CIDER",DANISH BAKE 873 BROADWAY LLC & DANISH BAKE NYC LLC,873 BROADWAY,NEW YORK,40.7381445,-73.9903777
241,1257,"TAVERN SERVING BEER, WINE, LIQUOR, & CIDER",DIMUR ENTERPRISES INC,94 WEST HOUSTON STREET,NEW YORK,40.72730065,-74.00004712
242,1259,RESTAURANT/BAR SERVING LIQUOR WINE CIDER AND BEER,JMIS RESTAURANT CORP,329 LEXINGTON AVE,NEW YORK,40.7493187,-73.9773908
243,1261,"TAVERN SERVING LIQUOR, WINE, BEER, & CIDER",MRT 58 RESTAURANT LLC,538 W 58TH ST,NEW YORK,40.77082845,-73.99075742
244,1262,TAVERN SERVING LIQUOR WINE AND BEER CIDER,COCKTAIL BLUE LLC,6 8 DELANCEY STREET,NEW YORK,40.7203238,-73.9936748
245,1272,BAR/TAVERN SERVING BEER WINE CIDER & LIQUOR,TARTINERY LIBERTY LLC,250 VESEY ST,NEW YORK,40.71400065,-74.01587981
246,1282,TAVERN SERVING LIQUOR WINE CIDER & BEER,A S SUBWAY INN INC ,1140 SECOND AVE,NEW YORK ,42.80194647,-73.95078745
247,1289,"BAR/TAVERN (EVENT SPACE) SERVING BEER, WINE, LIQUOR & CIDER",CASA EVENTS BAR LLC,625 W 51ST ST,NEW YORK,40.7672628,-73.9953767
248,1292,TAVERN SERVING LIQUOR WINE AND BEER CIDER,STOUT INC,127 135 WEST 33RD STREET,NEW YORK,40.74955837,-73.98903886
249,1293,"BAR/TAVERN SERVING LIQUOR, WINE, BEER & CIDER",DAWNII INC,2118 FREDERICK DOUGLAS BLVD,NEW YORK,40.803313,-73.955899
250,1294,"TAVERN SERVING BEER WINE CIDER AND LIQUOR, CIDER",LEGENDARY NIGHT SPOTS INC,59 61 CHRISTOPHER ST,NEW YORK,40.73375384,-74.00242516
251,1299,"CLUB SERVING BEER, CIDER, WINE AND LIQUOR","UNION LEAGUE CLUB,THE",38 E 37TH STREET,NEW YORK,40.7490555,-73.9804444
252,1313,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,JEREMY'S ALE HOUSE STILL INC,228 FRONT ST,NEW YORK,40.7076703,-74.0020534
253,1316,"BAR/TAVERN SERVING BEER,CIDER WINE AND LIQUOR",LEAD TO GOLD INC ,225 AVENUE B 2ND FL,NEW YORK,40.7290674,-73.9781228
254,1327,COMEDY CLUB SERVING BEER WINE CIDER AND LIQUOR,DO YOU LIKE COMEDY LLC,241 E 24TH ST,NEW YORK,40.7388641,-73.9808406
255,1329,TAVERN SERVING BEER WINE CIDER AND LIQUOR,THEATRE REFRESHMENT CO OF NY INC,123 W 43RD STREET,NEW YORK,40.7560233,-73.9845629
256,1333,CLUB TAVERN SERVING BEER WINE AND LIQUOR CIDER,ESTONIAN EDUCATIONAL,243 E 34TH ST,NEW YORK,40.74518515,-73.97615334
257,1335,"BAR/TAVERN SERVING BEER, CIDER, WINE AND LIQUOR",MJ 995 INC,995 AMSTERDAM AVE,NEW YORK,40.802198,-73.9642063
258,1342,RESTAURANT/BAR SERVING BEER WINE CIDER AND LIQUOR,FAT 2 MUSCLE LLC,13 E 17TH ST,NEW YORK,40.7375784,-73.9911901
259,1344,"BAR/TAVERN SERVING BEER, WINE AND LIQUOR CIDER",COMEDY CLUBHOUSE INC,134 140 WEST 29TH ST,NEW YORK,40.74702031,-73.99114947
260,1348,BAR/TAVERN SERVING BEER WINE & LIQUOR CIDER,165 W 26TH REST LLC,165 W 26TH ST,NEW YORK,40.7458591,-73.9936087
261,1355,"BAR/COMEDY CLUB SERVING LIQUOR, WINE, BEER, AND CIDER",EDMANHUSTLE LLC,39 ESSEX ST,NEW YORK,40.7162314,-73.98969331
262,1361,"BAR/RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER",EBFRU LLC,119 E 15TH ST,NEW YORK,40.7348845,-73.9885442
263,1375,TAVERN SERVING BEER & WINE CIDER,RAMEN LAB NYC LLC,70 80 KENMARE ST STORE 5,NEW YORK ,40.72095062,-73.99618723
264,1392,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,WILFIE & NELL LLC,228 W 4TH STREET,NEW YORK,40.734068,-74.0030242
265,1393,"TAVERN SERVING WINE , BEER AND CIDER",DAN AND JOHNS LLC,135 1ST AVE,NEW YORK,40.7278156,-73.9853728
266,1395,BAR/TAVERN SERVING BEER WINE & CIDER,BRICIOLA CORP,370 W 51ST ST,NEW YORK,40.7639563,-73.9883317
267,1405,TAVERN SERVING BEER WINE CIDER AND LIQUOR,CHARLEY GROUP LLC,339 E 10TH STREET,NEW YORK,40.7271747,-73.9801478
268,1411,"BAR/TAVERN SERVING WINE, BEER, & CIDER",PANAMA HAT ROASTERS LLC,308 E 109TH ST,NEW YORK,40.7922068,-73.9406785
269,1414,"BAR/TAVERN SERVING BEER, WINE AND CIDER.",GVI COLUMBUS LLC,66 W 84TH ST,NEW YORK,40.7849556,-73.9728817
270,1428,"TAVERN SERVING LIQUOR, WINE AND BEER CIDER",ADARP INC,244 E HOUSTON ST,NEW YORK,40.7223129,-73.98564787
271,1438,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,CLAUDISAL REST CORP,206 THOMPSON STREET,NEW YORK,40.72860515,-73.99931881
272,1445,CLUB TAVERN SERVING BEER WINE CIDER AND LIQUOR,"CENTURY ASSOCIATION,THE",7 W 43RD STREET,NEW YORK,40.7546407,-73.98096902
273,1447,CLUB SERVING LIQUOR WINE AND BEER CIDER,LOTOS CLUB INC,5 E 66TH STREET,NEW YORK,40.76855695,-73.96893298
274,1458,"BAR/TAVERN SERVING WINE, BEER AND CIDER",PBNYC 2 CORP,462 W 49TH ST,NEW YORK,40.763866,-73.9920297
275,1463,TAVERN SERVING BEER WINE CIDER AND LIQUOR CIDER,656 NINTH AVENUE PUB CORP,656 9TH AVENUE,NEW YORK,40.7607646,-73.9906998
276,1476,BAR/TAVERN SERVING LIQUOR BEER CIDER AND WINE,MANHATTAN FOOD & BEV LTD,5 W 37TH ST,NEW YORK,40.7508098,-73.9840031
277,1477,"BAR/TAVERN SERVING BEER, WINE AND LIQUOR CIDER",PHYSICAL ONION LLC,697 10TH AVE,NEW YORK,40.76327825,-73.99321238
278,1484,"TAVERN - RESTAURANT SERVING LIQUOR, WINE, CIDER AND BEER",IL COMMENDATORE RESTAURANT INC,127A MULBERRY STREET,NEW YORK,40.718082,-73.998098
279,1492,"TAVERN SERVING WINE, BEER & CIDER ",SIREN RETAIL CORPORATION,1633 BROADWAY,NEW YORK,40.762093,-73.9846559
280,1495,"TAVERN SERVING BEER, CIDER, WINE AND LIQUOR",980 REST INC,2021 7TH AVENUE,NEW YORK,40.8064034,-73.9498758
281,1500,BAR/TAVERN SERVING BEER WINE & LIQUOR CIDER,151 SG PROPS LLC,151 RIVINGTON ST,NEW YORK,40.7191452,-73.9857375
282,1508,"BAR/TAVERN SERVING BEER, WINE, LIQUOR, & CIDER",86 ST AA LLC,203 SPRING ST,NEW YORK,40.7253962,-74.0034071
283,1515,CLUB RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,"UNIVERSITY CLUB,THE",1  W 54TH STREET,NEW YORK,40.7612773,-73.9756877
284,1517,TAVERN SERVING BEER WINE AND LIQUOR CIDER,DYLAN'S CANDYBAR LLC,1011 3RD AVENUE,NEW YORK,40.7623787,-73.9657304
285,1530,TAVERN SERVING BEER WINE CIDER AND LIQUOR,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,247 W 44TH STREET,NEW YORK,40.75823247,-73.9879068
286,1532,"BAR TAVERN SERVING BEER,WINE, CIDER, AND LIQUOR",OBBM LLC,88 BROAD ST,NEW YORK,40.7041146,-74.0117291
287,1536,"TAVERN - RESTAURANT SERVING LIQUOR, WINE, CIDER AND BEER",80 ENTERPRISES INC,80 BEAVER ST,NEW YORK,40.7052742,-74.0087887
288,1548,"TAVERN SERVING LIQUOR, WINE, CIDER, AND BEER",RADIO CITY PRODUCTIONS LLC,1260 AVENUE OF THE AMERICAS,NEW YORK,40.7601258,-73.9800192
289,1564,BAR/TAVERN SERVING BEER WINE CIDER AND LIQUOR,MACK & MILO LLC,1825 2ND AVE,NEW YORK,40.783362,-73.9479763
290,1568,"BAR/TAVERN SERVING WINE, BEER AND CIDER",MURRAY'S CHEESE LLC,254 BLEECKER ST,NEW YORK,40.7310049,-74.0030253
291,1572,TAVERN RESTAURANT SERVING BEER CIDER AND WINE,71 WINE BAR CAFE INC,237 COLUMBUS AVENUE,NEW YORK,40.7765526,-73.9791989
292,1580,BAR/TAVERN SERVING BEER CIDER WINE AND LIQUOR ,LIQUOR LABORATORY INC,138 WOOSTER ST,NEW YORK,40.72567655,-73.9995714
293,1582,TAVERN RESTAURANT SERVING BEER WINE AND LIQUOR CIDER,BOUNCE CAFE INC,416 3RD AVE,NEW YORK,40.7430886,-73.9803279
294,1583,"BAR TAVERN BEER, WINE, AND LIQUOR CIDER ",GMT NEW YORK LLC,142 BLEECKER ST UNITS C1 + 1B1,NEW YORK ,40.7274776,-73.997627
295,1592,"TAVERN SERVING LIQUOR, WINE, CIDER AND BEER",SANDBAR CONCESSION INC,205 W 46TH STREET,NEW YORK,40.7591662,-73.98590152
296,1594,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,GENTS ENTERPRISES INC,PENN STATION-MAIN CONCOURSE,NEW YORK,40.750568,-73.993519
297,1606,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR ,BROADWAY 104 LLC,245 W 104TH ST,NEW YORK,40.8000572,-73.9686115
298,1609,"TAVERN RESTAURANT SERVING LIQUOR, WINE, CIDER AND BEER",358 RESTAURANT INC,358 E 57TH STREET,NEW YORK,40.7583472,-73.963455
299,1611,TAVERN SERVING LIQUOR CIDER WINE AND BEER,NANCY WHISKEY INC,1 LISPENARD STREET,NEW YORK,40.72064,-74.00497
300,1616,"BAR/RESTAURANT SERVING BEER, WINE, CIDER, & LIQUOR",WESTSIDE TM CORPORATION,813 8TH AVE,NEW YORK,40.66594835,-73.97877148
301,1619,"BAR/TAVERN SERVING BEER, CIDER WINE & LIQUOR ",ESSEX CAFE GROUP LLC,21 ESSEX ST SOUTH STORE,NEW YORK,40.7153806,-73.9900742
302,1627,TAVERN SERVING BEER CIDER LIQUOR AND WINE ,1218 M & M BAR & GRILL INC,1218 ST NICHOLAS AVENUE,NEW YORK,40.8427309,-73.9383114
303,1633,"BAR/TAVERN SERVING BEER, WINE, LIQUOR, & CIDER",ELLSFRED INC ,520 E 6TH ST,NEW YORK,40.668068,-73.9789505
304,1640,"BAR/TAVERN SERVING WINE, BEER AND CIDER     ",252 WEST 51ST ST WINE BAR CORP,252 W 51ST ST,NEW YORK,40.76244035,-73.98474308
305,1651,TAVERN RESTAURANT SERVING LIQUOR WINE AND BEER CIDER,HYATT EQUITIES LLC,109 E 42ND STREET,NEW YORK,40.65480043,-74.01411582
306,1661,"RESTAURANT/BAR-TAVERN SERVING LIQUOR, WINE BEER AND CIDER     ",GRAN TIVOLI LLC,406 BROOME STREET,NEW YORK,40.7210288,-73.9978178
307,1670,"TAVERN SERVING BEER, WINE & CIDER",MARKYS LLC,1067 MADISON AVE,NEW YORK,42.715997,-73.683441
308,1679,"TAVERN WINE SERVING WINE, BEER AND CIDER",SNACKBOXNYC LLC,TIMES SQUARE PEDESTRIAN PLAZA,NEW YORK,40.7579747,-73.9855426
309,1681,TAVERN SERVING BEER WINE AND LIQUOR CIDER,HORSEBOX INC,218 AVENUE A,NEW YORK,40.72999145,-73.98040775
310,1688,TAVERN SERVING BEER WINE AND LIQUOR CIDER,5 SPRING STREET CORP,5 SPRING STREET GROUND FL,NEW YORK,40.7213202,-73.9942865
311,1689,"TAVERN SERVING WINE, BEER AND CIDER",341 FRAME INC,341 347 5TH AVE,NEW YORK,41.10326185,-72.36622101
312,1690,TAVERN SERVING BEER WINE CIDER AND LIQUOR,VICSAM REST INC,114 116 CHRISTOPHER ST,NEW YORK,40.73314835,-74.00531147
313,1694,CLUB SERVING LIQUOR WINE CIDER & BEER,"METROPOLITAN CLUB INC,THE",1 E 60TH STREET,NEW YORK,40.76486385,-73.97193567
314,1695,BAR/TAVERN SERVING BEER CIDER LIQUOR AND WINE ,307 THIRD AVENUE EAST VENTURE LLC,307 3RD AVE AKA 201 E 23RD ST,NEW YORK ,40.7389212,-73.9826951
315,1702,"TAVERN RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER",MANHATTAN ISLAND GROUP LLC,146 BEEKMAN ST,NEW YORK,40.7070752,-74.0024625
316,1703,TAVERN-RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,SAM'S NY LLC,242 244 E 79TH ST,NEW YORK,40.77377689,-73.956321
317,1706,TAVERN RESTAURANT SERVING BEER CIDER WINE & LIQUOR ,NEW STATFORD RESTAURANT INC,121 ST MARKS PLACE,NEW YORK,40.6812715,-73.97808286
318,1715,"TAVERN/RESTAURANT SERVING LIQUOR, WINE, BEER, & CIDER",AQUA GRILL INC,208 210 SPRING STREET,NEW YORK,42.66371626,-73.7767793
319,1716,"TAVERN/RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER",81 PEARL STREET VENTURE LTD.,81 PEARL STREET,NEW YORK,40.70414255,-74.01034505
320,1727,TAVERN SERVING LIQUOR WINE CIDER AND BEER,402 EIGHTH AVENUE REST INC,402 8TH AVENUE,NEW YORK,40.74969,-73.99502
321,1729,"TAVERN SERVING BEER, WINE, LIQUOR, & CIDER",EAST PUB INC,359 361 BOWERY,NEW YORK,40.72659492,-73.99160962
322,1731,"CAFE/TAVERN SERVING WINE ,BEER AND CIDER",MACCHIATO LOUNGE INC,1501 BROADWAY,NEW YORK,40.7572684,-73.98666234
323,1746,"BAR/TAVERN SERVING BEER, WINE CIDER AND LIQUOR",SARANAC LAKE LLC,3604 BROADWAY,NEW YORK,40.82842735,-73.94840567
324,1747,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,WALTPETERICH RESTAURANT INC,18 W 33RD STREET,NEW YORK,40.7480665,-73.98632909
325,1770,CLUB RESTAURANT SERVING LIQUOR WINE AND BEER CIDER,KNICKERBOCKER CLUB INC,807 5TH AVENUE,NEW YORK,40.6783597,-73.9791461
326,1774,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER     ",FRANK MAC'S PLACE LLC,425 AMSTERDAM AVE,NEW YORK,40.7839853,-73.9774841
327,1775,CABARET/CLUB SERVING BEER WINE AND LIQUOR CIDER,621 EVENTS LLC,621 WEST 46TH ST,NEW YORK,40.76403475,-73.99757159
328,1777,TAVERN SERVING BEER WINE AND CIDER,20E FRAME INC,20 E 46TH ST,NEW YORK,40.7553556,-73.97794958
329,1785,TAVERN SERVING BEER CIDER AND WINE,UNA PIZZA NAPOLETANA LLC,175 ORCHARD ST,NEW YORK ,40.7217167,-73.9884995
